Protein.uniprotID	Protein.proID
Q3TBW2	PR_Q3TBW2
O94265	PR_O94265
P0C035	PR_P0C035
Q8TC57	PR_Q8TC57
Q1LUA6	PR_Q1LUA6
Q9ZUS0	PR_Q9ZUS0
P0C6I2	PR_P0C6I2
Q01766	PR_Q01766
P0DI82	PR_P0DI82
O13951	PR_O13951
P34677	PR_P34677
Q9EPH1	PR_Q9EPH1
P01298	PR_P01298
Q5TD97	PR_Q5TD97
Q8QPI8	PR_Q8QPI8
Q96FK6	PR_Q96FK6
Q9QZE7	PR_Q9QZE7
Q7TMR0	PR_Q7TMR0
O42606	PR_O42606
Q9Z1K5	PR_Q9Z1K5
O42930	PR_O42930
Q9M2B0	PR_Q9M2B0
P55087	PR_P55087
P0A5H7	PR_P0A5H7
Q5AI22	PR_Q5AI22
B4F7E8	PR_B4F7E8
Q8JH76	PR_Q8JH76
Q54R15	PR_Q54R15
P08120	PR_P08120
P56757	PR_P56757
Q94BV2	PR_Q94BV2
Q9U1N6	PR_Q9U1N6
Q9FLY8	PR_Q9FLY8
Q9LUT9	PR_Q9LUT9
Q9SYH2	PR_Q9SYH2
O94910	PR_O94910
O15263	PR_O15263
P40386	PR_P40386
Q9LZV4	PR_Q9LZV4
P40518	PR_P40518
P63329	PR_P63329
Q09237	PR_Q09237
Q9NZH6	PR_Q9NZH6
Q5AP97	PR_Q5AP97
Q55GS2	PR_Q55GS2
Q1JPP8	PR_Q1JPP8
P20457	PR_P20457
A5I7H7	PR_A5I7H7
Q8CAC8	PR_Q8CAC8
Q5XG92	PR_Q5XG92
H2L0H5	PR_H2L0H5
Q6L8H1	PR_Q6L8H1
Q9QUT0	PR_Q9QUT0
Q9Y5M1	PR_Q9Y5M1
Q57991	PR_Q57991
Q9BUG6	PR_Q9BUG6
E1BVP3	PR_E1BVP3
Q7L1I2	PR_Q7L1I2
Q8S8S9	PR_Q8S8S9
Q9P267	PR_Q9P267
Q5U3T0	PR_Q5U3T0
Q96FX8	PR_Q96FX8
Q9DF58	PR_Q9DF58
Q9ESP4	PR_Q9ESP4
P97698	PR_P97698
P23877	PR_P23877
Q8R3P0	PR_Q8R3P0
Q9UTG6	PR_Q9UTG6
Q9BSJ5	PR_Q9BSJ5
Q9CY62	PR_Q9CY62
O88850	PR_O88850
Q9SXA6	PR_Q9SXA6
Q7M6Y5	PR_Q7M6Y5
O04587	PR_O04587
Q8GXE2	PR_Q8GXE2
Q7TPV4	PR_Q7TPV4
Q9QBZ9	PR_Q9QBZ9
P62166	PR_P62166
Q8IYR0	PR_Q8IYR0
P13360	PR_P13360
P93303	PR_P93303
P91829	PR_P91829
P30131	PR_P30131
Q5VTA0	PR_Q5VTA0
P16403	PR_P16403
O13773	PR_O13773
Q9NXS3	PR_Q9NXS3
Q9N4G7	PR_Q9N4G7
P51661	PR_P51661
F8W1W9	PR_F8W1W9
Q9NR20	PR_Q9NR20
Q9D1G3	PR_Q9D1G3
Q9ZUA0	PR_Q9ZUA0
Q54T07	PR_Q54T07
Q9P1P5	PR_Q9P1P5
A8WGA0	PR_A8WGA0
Q8N7X1	PR_Q8N7X1
Q9CQ35	PR_Q9CQ35
Q9BT76	PR_Q9BT76
Q80TS3	PR_Q80TS3
Q66GQ6	PR_Q66GQ6
Q98917	PR_Q98917
P77795	PR_P77795
Q6NWI4	PR_Q6NWI4
P97878	PR_P97878
O60132	PR_O60132
Q09818	PR_Q09818
Q6NVG1	PR_Q6NVG1
Q86V40	PR_Q86V40
Q54YJ7	PR_Q54YJ7
P30648	PR_P30648
O22229	PR_O22229
B1V8A0	PR_B1V8A0
P0DKI3	PR_P0DKI3
Q09233	PR_Q09233
Q67XG0	PR_Q67XG0
Q92341	PR_Q92341
Q804R0	PR_Q804R0
Q8N7B6	PR_Q8N7B6
A2RV18	PR_A2RV18
Q9FYL6	PR_Q9FYL6
Q8W036	PR_Q8W036
P14738	PR_P14738
Q9VSH3	PR_Q9VSH3
Q8TDQ1	PR_Q8TDQ1
Q9FY74	PR_Q9FY74
Q96PI1	PR_Q96PI1
Q9BWC9	PR_Q9BWC9
Q9VIL0	PR_Q9VIL0
P54851	PR_P54851
Q9Y315	PR_Q9Y315
P21672	PR_P21672
Q9Y6B7	PR_Q9Y6B7
Q5T1V6	PR_Q5T1V6
Q922D4	PR_Q922D4
P0C872	PR_P0C872
O74838	PR_O74838
P47873	PR_P47873
P15692	PR_P15692
Q9V813	PR_Q9V813
Q3B7T6	PR_Q3B7T6
Q9R207	PR_Q9R207
Q6AYF7	PR_Q6AYF7
Q9CWG8	PR_Q9CWG8
P17612	PR_P17612
O08969	PR_O08969
Q63191	PR_Q63191
Q6DGW9	PR_Q6DGW9
Q9SRX4	PR_Q9SRX4
P0ACW8	PR_P0ACW8
A8MS20	PR_A8MS20
Q9FH03	PR_Q9FH03
O75362	PR_O75362
Q9DCE5	PR_Q9DCE5
Q9GZN0	PR_Q9GZN0
Q9C6T7	PR_Q9C6T7
Q6P3R8	PR_Q6P3R8
Q9ZVC2	PR_Q9ZVC2
Q80XJ2	PR_Q80XJ2
O80910	PR_O80910
B1ASB6	PR_B1ASB6
P53109	PR_P53109
Q8CGZ2	PR_Q8CGZ2
Q8S895	PR_Q8S895
P21515	PR_P21515
P68369	PR_P68369
Q96FT7	PR_Q96FT7
P23142	PR_P23142
Q13585	PR_Q13585
P76513	PR_P76513
O14793	PR_O14793
Q3U487	PR_Q3U487
Q0WW84	PR_Q0WW84
Q05547	PR_Q05547
F4I9T0	PR_F4I9T0
Q9SUR3	PR_Q9SUR3
Q54FR9	PR_Q54FR9
P46736	PR_P46736
Q9HGL2	PR_Q9HGL2
Q8BH34	PR_Q8BH34
Q8R035	PR_Q8R035
Q12132	PR_Q12132
Q2FY16	PR_Q2FY16
Q54JQ1	PR_Q54JQ1
Q9Y5I2	PR_Q9Y5I2
A3KNS2	PR_A3KNS2
Q9LUP4	PR_Q9LUP4
O42659	PR_O42659
P56258	PR_P56258
Q8NHY6	PR_Q8NHY6
Q9ZUB3	PR_Q9ZUB3
P92966	PR_P92966
O35820	PR_O35820
O04292	PR_O04292
Q9QY93	PR_Q9QY93
O74339	PR_O74339
F4I1L3	PR_F4I1L3
Q67202	PR_Q67202
Q2YDS1	PR_Q2YDS1
Q9FJM5	PR_Q9FJM5
Q9P6S6	PR_Q9P6S6
Q64666	PR_Q64666
P0DPM8	PR_P0DPM8
Q9LSP0	PR_Q9LSP0
Q6NKQ9	PR_Q6NKQ9
P06242	PR_P06242
Q9IQ47	PR_Q9IQ47
P08049	PR_P08049
A6NER3	PR_A6NER3
Q09670	PR_Q09670
Q8NHQ1	PR_Q8NHQ1
P45757	PR_P45757
Q9BJK5	PR_Q9BJK5
P38025	PR_P38025
Q9CQ54	PR_Q9CQ54
P19883	PR_P19883
Q2LK94	PR_Q2LK94
P41218	PR_P41218
Q8L5R3	PR_Q8L5R3
Q49AR2	PR_Q49AR2
Q9V466	PR_Q9V466
Q94LA9	PR_Q94LA9
Q9NVX7	PR_Q9NVX7
P13176	PR_P13176
Q9CRC0	PR_Q9CRC0
Q0P670	PR_Q0P670
Q5RJK0	PR_Q5RJK0
Q7Y211	PR_Q7Y211
Q9Y291	PR_Q9Y291
Q96HU1	PR_Q96HU1
O95238	PR_O95238
O42997	PR_O42997
P01024	PR_P01024
O43903	PR_O43903
P00888	PR_P00888
Q9FM94	PR_Q9FM94
P0CK74	PR_P0CK74
Q66X01	PR_Q66X01
Q46258	PR_Q46258
A6X970	PR_A6X970
Q62751	PR_Q62751
Q54X24	PR_Q54X24
Q8IYL2	PR_Q8IYL2
Q7K4Y6	PR_Q7K4Y6
P0C2N5	PR_P0C2N5
P33345	PR_P33345
Q4PSE4	PR_Q4PSE4
P20853	PR_P20853
P38625	PR_P38625
P09163	PR_P09163
P09831	PR_P09831
Q22703	PR_Q22703
O94299	PR_O94299
O49195	PR_O49195
Q9NR81	PR_Q9NR81
Q9M9S0	PR_Q9M9S0
Q8YH25	PR_Q8YH25
P40366	PR_P40366
P85118	PR_P85118
F4IXE4	PR_F4IXE4
Q2FWK1	PR_Q2FWK1
Q6ZPK0	PR_Q6ZPK0
Q8LCA1	PR_Q8LCA1
Q9LJQ6	PR_Q9LJQ6
O75935	PR_O75935
Q9SAK4	PR_Q9SAK4
O08863	PR_O08863
A6H6E2	PR_A6H6E2
Q9ZV43	PR_Q9ZV43
Q9SI87	PR_Q9SI87
Q8BLD9	PR_Q8BLD9
P0A0L2	PR_P0A0L2
Q99873	PR_Q99873
Q559X6	PR_Q559X6
P13486	PR_P13486
A1L1P9	PR_A1L1P9
Q3LFD5	PR_Q3LFD5
Q9LJN2	PR_Q9LJN2
Q9SS48	PR_Q9SS48
Q8VWJ2	PR_Q8VWJ2
Q3UNX5	PR_Q3UNX5
P68567	PR_P68567
A0A1I9LN01	PR_A0A1I9LN01
P25772	PR_P25772
Q62918	PR_Q62918
Q9NP87	PR_Q9NP87
G5E8G2	PR_G5E8G2
P21734	PR_P21734
Q641P0	PR_Q641P0
O43524	PR_O43524
P29703	PR_P29703
Q9D0M0	PR_Q9D0M0
Q49B93	PR_Q49B93
Q63345	PR_Q63345
P06799	PR_P06799
Q7Z304	PR_Q7Z304
Q76HN1	PR_Q76HN1
Q9ZQC6	PR_Q9ZQC6
Q810T2	PR_Q810T2
Q6ZNK6	PR_Q6ZNK6
Q9FNJ4	PR_Q9FNJ4
Q54B33	PR_Q54B33
Q9Z1S5	PR_Q9Z1S5
Q96IV0	PR_Q96IV0
P0DJS9	PR_P0DJS9
O14339	PR_O14339
Q5ZMV8	PR_Q5ZMV8
Q86A67	PR_Q86A67
P0ABY2	PR_P0ABY2
A2A5N8	PR_A2A5N8
P10145	PR_P10145
O60092	PR_O60092
P05704	PR_P05704
Q6ICW6	PR_Q6ICW6
Q99N10	PR_Q99N10
O15736	PR_O15736
F4JEQ1	PR_F4JEQ1
Q8VY69	PR_Q8VY69
Q9LIJ0	PR_Q9LIJ0
O44568	PR_O44568
Q6AYM4	PR_Q6AYM4
Q5PPF5	PR_Q5PPF5
P48362	PR_P48362
Q62981	PR_Q62981
Q9M2Q4	PR_Q9M2Q4
P39529	PR_P39529
Q9UKT7	PR_Q9UKT7
P62882	PR_P62882
Q99P81	PR_Q99P81
P0CK79	PR_P0CK79
Q4LDD4	PR_Q4LDD4
Q3V2A7	PR_Q3V2A7
Q9CAU3	PR_Q9CAU3
Q9FJ00	PR_Q9FJ00
Q9Y807	PR_Q9Y807
Q9DB07	PR_Q9DB07
Q9BW72	PR_Q9BW72
Q8BNX7	PR_Q8BNX7
Q8TE58	PR_Q8TE58
Q8NGD2	PR_Q8NGD2
P01119	PR_P01119
Q6AXJ7	PR_Q6AXJ7
Q69YU5	PR_Q69YU5
Q55FJ4	PR_Q55FJ4
Q08956	PR_Q08956
Q9R1K2	PR_Q9R1K2
Q96WU9	PR_Q96WU9
Q59QC7	PR_Q59QC7
Q7KBL8	PR_Q7KBL8
Q4QQS0	PR_Q4QQS0
Q9LTF6	PR_Q9LTF6
Q8LBF7	PR_Q8LBF7
Q54FD5	PR_Q54FD5
Q96WL3	PR_Q96WL3
Q8YIR1	PR_Q8YIR1
P25258	PR_P25258
Q9BQR3	PR_Q9BQR3
Q8C8B0	PR_Q8C8B0
Q9H6S0	PR_Q9H6S0
Q09230	PR_Q09230
Q6Q477	PR_Q6Q477
Q9SUT5	PR_Q9SUT5
P40229	PR_P40229
Q9D4V4	PR_Q9D4V4
Q04264	PR_Q04264
P06722	PR_P06722
Q8VCR3	PR_Q8VCR3
Q1ZXC3	PR_Q1ZXC3
Q9LTX9	PR_Q9LTX9
A5HXX7	PR_A5HXX7
Q9FLH5	PR_Q9FLH5
Q6ZWI9	PR_Q6ZWI9
P09810	PR_P09810
Q54Y03	PR_Q54Y03
Q9LYD9	PR_Q9LYD9
Q02554	PR_Q02554
Q8R1M8	PR_Q8R1M8
Q9EQ61	PR_Q9EQ61
O08759	PR_O08759
C0RG65	PR_C0RG65
Q00238	PR_Q00238
Q9P241	PR_Q9P241
O80699	PR_O80699
A2AGB2	PR_A2AGB2
B2RZ17	PR_B2RZ17
Q7ZW98	PR_Q7ZW98
Q99750	PR_Q99750
Q03920	PR_Q03920
P00630	PR_P00630
Q9BYE9	PR_Q9BYE9
Q940Q2	PR_Q940Q2
Q967D7	PR_Q967D7
Q39218	PR_Q39218
D4AEI0	PR_D4AEI0
O70437	PR_O70437
P92554	PR_P92554
Q10130	PR_Q10130
F8WJT7	PR_F8WJT7
Q68FS3	PR_Q68FS3
Q1HAQ0	PR_Q1HAQ0
A1ZAY1	PR_A1ZAY1
O44408	PR_O44408
Q10902	PR_Q10902
Q680K2	PR_Q680K2
Q9JL95	PR_Q9JL95
P07834	PR_P07834
F4JY37	PR_F4JY37
P0A3D7	PR_P0A3D7
Q1LY80	PR_Q1LY80
F1KC59	PR_F1KC59
Q9JKT2	PR_Q9JKT2
Q00449	PR_Q00449
O61661	PR_O61661
Q6NWI1	PR_Q6NWI1
Q66HE5	PR_Q66HE5
P54677	PR_P54677
O23360	PR_O23360
Q9VF10	PR_Q9VF10
P43243	PR_P43243
Q0VG18	PR_Q0VG18
P86182	PR_P86182
Q93YW4	PR_Q93YW4
Q8IWF2	PR_Q8IWF2
P38859	PR_P38859
P97292	PR_P97292
Q9Z1D7	PR_Q9Z1D7
Q9U296	PR_Q9U296
Q8CG48	PR_Q8CG48
P05888	PR_P05888
Q8YHS1	PR_Q8YHS1
Q9SB48	PR_Q9SB48
Q5F3B2	PR_Q5F3B2
P0AEZ9	PR_P0AEZ9
Q3SY89	PR_Q3SY89
P10915	PR_P10915
P09225	PR_P09225
Q9DBU0	PR_Q9DBU0
O64764	PR_O64764
Q12527	PR_Q12527
Q5F418	PR_Q5F418
Q8RWY1	PR_Q8RWY1
P0AEK4	PR_P0AEK4
P49192	PR_P49192
O01583	PR_O01583
P50882	PR_P50882
P59041	PR_P59041
Q94981	PR_Q94981
P26376	PR_P26376
H0WFA5	PR_H0WFA5
Q90629	PR_Q90629
Q61618	PR_Q61618
P76236	PR_P76236
Q09501	PR_Q09501
Q9SK99	PR_Q9SK99
Q5VUE5	PR_Q5VUE5
Q9SB04	PR_Q9SB04
Q9R0P5	PR_Q9R0P5
Q923B0	PR_Q923B0
F4JJL8	PR_F4JJL8
Q6JQN1	PR_Q6JQN1
D3ZHV3	PR_D3ZHV3
P53727	PR_P53727
P32712	PR_P32712
Q5T442	PR_Q5T442
Q54NS8	PR_Q54NS8
O48814	PR_O48814
Q54MB1	PR_Q54MB1
P37649	PR_P37649
Q99LW0	PR_Q99LW0
W6JQK2	PR_W6JQK2
Q7K284	PR_Q7K284
Q62053	PR_Q62053
P19019	PR_P19019
P60669	PR_P60669
Q12962	PR_Q12962
Q8BVY0	PR_Q8BVY0
Q9Y6J0	PR_Q9Y6J0
P0A855	PR_P0A855
Q921Y4	PR_Q921Y4
O75901	PR_O75901
Q5ZKI7	PR_Q5ZKI7
Q9FK81	PR_Q9FK81
O14123	PR_O14123
Q4G148	PR_Q4G148
F1RER0	PR_F1RER0
Q8LGF7	PR_Q8LGF7
Q8WVZ1	PR_Q8WVZ1
Q9JIK5	PR_Q9JIK5
Q9P217	PR_Q9P217
P02340	PR_P02340
Q19752	PR_Q19752
Q09380	PR_Q09380
Q9PWB0	PR_Q9PWB0
Q9WUU6	PR_Q9WUU6
Q9NYX4	PR_Q9NYX4
Q9VX25	PR_Q9VX25
Q9LW84	PR_Q9LW84
Q6PCT2	PR_Q6PCT2
P85094	PR_P85094
Q6NUN9	PR_Q6NUN9
Q9M2J5	PR_Q9M2J5
P13141	PR_P13141
P0DTC4	PR_P0DTC4
Q5ZIU3	PR_Q5ZIU3
Q553K8	PR_Q553K8
Q9P5N2	PR_Q9P5N2
Q92398	PR_Q92398
Q8LCG7	PR_Q8LCG7
P51879	PR_P51879
O13849	PR_O13849
P39334	PR_P39334
Q54L40	PR_Q54L40
P28167	PR_P28167
Q8K2L8	PR_Q8K2L8
A0A1B0GV90	PR_A0A1B0GV90
O80899	PR_O80899
P35179	PR_P35179
Q8BHH2	PR_Q8BHH2
P51449	PR_P51449
Q9R007	PR_Q9R007
P70277	PR_P70277
Q8VBY2	PR_Q8VBY2
P63010	PR_P63010
O15164	PR_O15164
Q9LMS3	PR_Q9LMS3
E1C8G9	PR_E1C8G9
Q9M0L3	PR_Q9M0L3
Q08IG8	PR_Q08IG8
Q9LFE4	PR_Q9LFE4
Q9FG31	PR_Q9FG31
Q8RUF8	PR_Q8RUF8
O42875	PR_O42875
Q1L8P7	PR_Q1L8P7
Q06649	PR_Q06649
D4ADA6	PR_D4ADA6
P21345	PR_P21345
Q9C928	PR_Q9C928
Q9BYW1	PR_Q9BYW1
P24021	PR_P24021
P07247	PR_P07247
Q8GW72	PR_Q8GW72
P61959	PR_P61959
Q9UT82	PR_Q9UT82
P36041	PR_P36041
Q64385	PR_Q64385
Q8NGF3	PR_Q8NGF3
Q96KA5	PR_Q96KA5
Q9R1S0	PR_Q9R1S0
Q99943	PR_Q99943
P03505	PR_P03505
Q86VZ6	PR_Q86VZ6
Q01850	PR_Q01850
Q9CR61	PR_Q9CR61
P40990	PR_P40990
Q9JJH3	PR_Q9JJH3
A0A589	PR_A0A589
O35245	PR_O35245
Q54VU9	PR_Q54VU9
Q08172	PR_Q08172
Q5A0Y8	PR_Q5A0Y8
Q9C0B9	PR_Q9C0B9
Q9VUL1	PR_Q9VUL1
P22646	PR_P22646
P59999	PR_P59999
Q86IJ6	PR_Q86IJ6
O82261	PR_O82261
Q8CHY6	PR_Q8CHY6
Q55ET7	PR_Q55ET7
Q3SYC2	PR_Q3SYC2
P38145	PR_P38145
Q80T02	PR_Q80T02
Q5RHZ6	PR_Q5RHZ6
Q5I0J8	PR_Q5I0J8
P01632	PR_P01632
O35789	PR_O35789
Q91XT9	PR_Q91XT9
Q8N9W5	PR_Q8N9W5
Q2FVX9	PR_Q2FVX9
Q9XW16	PR_Q9XW16
Q9UL19	PR_Q9UL19
P46032	PR_P46032
Q765A7	PR_Q765A7
P38254	PR_P38254
Q9FE22	PR_Q9FE22
Q8RWM2	PR_Q8RWM2
Q9BUJ2	PR_Q9BUJ2
Q9SIP1	PR_Q9SIP1
Q91ZU6	PR_Q91ZU6
P91828	PR_P91828
Q84MC2	PR_Q84MC2
P52955	PR_P52955
O74500	PR_O74500
P18331	PR_P18331
Q8N7Z5	PR_Q8N7Z5
P60891	PR_P60891
P15005	PR_P15005
P48436	PR_P48436
P42950	PR_P42950
P62255	PR_P62255
Q8R2K4	PR_Q8R2K4
O13544	PR_O13544
Q9W293	PR_Q9W293
Q9Y2G7	PR_Q9Y2G7
Q9USK2	PR_Q9USK2
Q03017	PR_Q03017
P40750	PR_P40750
O35602	PR_O35602
P63028	PR_P63028
Q9D3V5	PR_Q9D3V5
Q9SJE8	PR_Q9SJE8
Q9SYQ8	PR_Q9SYQ8
Q5RKN4	PR_Q5RKN4
Q96H86	PR_Q96H86
Q9NRR4	PR_Q9NRR4
Q5JQS6	PR_Q5JQS6
Q2G1W2	PR_Q2G1W2
P25322	PR_P25322
F1NCH3	PR_F1NCH3
M9MRI4	PR_M9MRI4
P24788	PR_P24788
Q8VE42	PR_Q8VE42
Q9LR87	PR_Q9LR87
P58405	PR_P58405
Q80ZM7	PR_Q80ZM7
Q8R2H2	PR_Q8R2H2
P62081	PR_P62081
Q9P2D8	PR_Q9P2D8
Q672J9	PR_Q672J9
Q05921	PR_Q05921
Q2WGN9	PR_Q2WGN9
Q5JVL4	PR_Q5JVL4
Q17833	PR_Q17833
Q09172	PR_Q09172
Q13336	PR_Q13336
Q9R1N3	PR_Q9R1N3
Q8IUQ4	PR_Q8IUQ4
P70296	PR_P70296
P0DTC6	PR_P0DTC6
Q84J75	PR_Q84J75
P08122	PR_P08122
P42173	PR_P42173
Q9FWX6	PR_Q9FWX6
O74405	PR_O74405
P62491	PR_P62491
P76297	PR_P76297
A7YT82	PR_A7YT82
O14633	PR_O14633
P50123	PR_P50123
Q8CDK3	PR_Q8CDK3
Q9XXC8	PR_Q9XXC8
P39020	PR_P39020
A0KGS8	PR_A0KGS8
Q8LC53	PR_Q8LC53
P56747	PR_P56747
Q9FII7	PR_Q9FII7
Q9P7J8	PR_Q9P7J8
Q9D2R6	PR_Q9D2R6
Q5I0G3	PR_Q5I0G3
Q9P6M2	PR_Q9P6M2
Q9C0E2	PR_Q9C0E2
A1JU78	PR_A1JU78
O64798	PR_O64798
Q923K9	PR_Q923K9
P0AA70	PR_P0AA70
P0AAJ3	PR_P0AAJ3
P30644	PR_P30644
Q27563	PR_Q27563
Q94AM9	PR_Q94AM9
Q554C9	PR_Q554C9
Q9SN43	PR_Q9SN43
Q96PD4	PR_Q96PD4
A4FUQ5	PR_A4FUQ5
Q92730	PR_Q92730
Q9P7Y7	PR_Q9P7Y7
Q96DG6	PR_Q96DG6
O93344	PR_O93344
Q96E16	PR_Q96E16
P38921	PR_P38921
Q9JKT3	PR_Q9JKT3
O74525	PR_O74525
P0AGC7	PR_P0AGC7
Q9VEV4	PR_Q9VEV4
Q55DE7	PR_Q55DE7
Q9M1X4	PR_Q9M1X4
P0A6H8	PR_P0A6H8
Q9JHR7	PR_Q9JHR7
Q9LNT9	PR_Q9LNT9
Q80ZU4	PR_Q80ZU4
P30628	PR_P30628
Q6T423	PR_Q6T423
Q7Z569	PR_Q7Z569
P48507	PR_P48507
B3STU3	PR_B3STU3
P37805	PR_P37805
Q5PQP2	PR_Q5PQP2
Q06725	PR_Q06725
Q9DAR7	PR_Q9DAR7
Q9Y5G0	PR_Q9Y5G0
Q9Y6U3	PR_Q9Y6U3
Q9XIF4	PR_Q9XIF4
P0DP42	PR_P0DP42
Q4KMP7	PR_Q4KMP7
Q2FYR2	PR_Q2FYR2
P09457	PR_P09457
P55051	PR_P55051
P52134	PR_P52134
Q9SYX2	PR_Q9SYX2
Q8VZ17	PR_Q8VZ17
O23342	PR_O23342
P77239	PR_P77239
D4ZX34	PR_D4ZX34
Q8VDV3	PR_Q8VDV3
Q80ZG6	PR_Q80ZG6
Q501D6	PR_Q501D6
Q6P501	PR_Q6P501
A0KF30	PR_A0KF30
P47008	PR_P47008
Q54J14	PR_Q54J14
Q08157	PR_Q08157
Q9JIM5	PR_Q9JIM5
Q16649	PR_Q16649
Q9FT50	PR_Q9FT50
Q9C5M7	PR_Q9C5M7
O80475	PR_O80475
Q5U3G6	PR_Q5U3G6
Q9DBW3	PR_Q9DBW3
Q9R182	PR_Q9R182
Q557D1	PR_Q557D1
Q9NWS6	PR_Q9NWS6
A7E2U8	PR_A7E2U8
A6NML5	PR_A6NML5
P0CT79	PR_P0CT79
P11150	PR_P11150
Q91WB7	PR_Q91WB7
Q91VB4	PR_Q91VB4
Q6PD62	PR_Q6PD62
P0DPP9	PR_P0DPP9
Q93SM9	PR_Q93SM9
Q9H6R6	PR_Q9H6R6
F4IN78	PR_F4IN78
Q6PG31	PR_Q6PG31
Q96KN4	PR_Q96KN4
Q20NZ9	PR_Q20NZ9
O43172	PR_O43172
Q08430	PR_Q08430
Q9FVR3	PR_Q9FVR3
P01244	PR_P01244
Q8TAP6	PR_Q8TAP6
Q21230	PR_Q21230
Q8N7S6	PR_Q8N7S6
P46679	PR_P46679
Q96G30	PR_Q96G30
Q27873	PR_Q27873
Q9CRS6	PR_Q9CRS6
O43303	PR_O43303
Q24418	PR_Q24418
Q9SVD0	PR_Q9SVD0
Q62636	PR_Q62636
Q96PX6	PR_Q96PX6
P46560	PR_P46560
P0ABL5	PR_P0ABL5
Q8NGY2	PR_Q8NGY2
Q9V4Z9	PR_Q9V4Z9
P36597	PR_P36597
Q10301	PR_Q10301
Q9CYZ8	PR_Q9CYZ8
O01513	PR_O01513
Q96LD4	PR_Q96LD4
Q06810	PR_Q06810
Q8WYR4	PR_Q8WYR4
Q9ULD2	PR_Q9ULD2
Q84Y18	PR_Q84Y18
Q05506	PR_Q05506
Q1MSJ5	PR_Q1MSJ5
Q920G8	PR_Q920G8
Q9CYK2	PR_Q9CYK2
P0ADQ2	PR_P0ADQ2
O43069	PR_O43069
P9WH09	PR_P9WH09
Q6IPT2	PR_Q6IPT2
Q62252	PR_Q62252
P54274	PR_P54274
Q5APM7	PR_Q5APM7
O23419	PR_O23419
O82122	PR_O82122
P28239	PR_P28239
Q9ZQH0	PR_Q9ZQH0
Q10077	PR_Q10077
P54116	PR_P54116
P35289	PR_P35289
Q2V321	PR_Q2V321
Q8BSM7	PR_Q8BSM7
P0CT73	PR_P0CT73
Q5M7Z0	PR_Q5M7Z0
P09321	PR_P09321
P57729	PR_P57729
B4URD8	PR_B4URD8
Q1ZXA7	PR_Q1ZXA7
P55138	PR_P55138
Q9VHQ2	PR_Q9VHQ2
Q54VA6	PR_Q54VA6
Q21771	PR_Q21771
Q9M885	PR_Q9M885
P0ACU7	PR_P0ACU7
Q8BZ32	PR_Q8BZ32
B2RYJ4	PR_B2RYJ4
Q99JZ7	PR_Q99JZ7
Q9VNE2	PR_Q9VNE2
Q99PP6	PR_Q99PP6
P47990	PR_P47990
Q9NIV2	PR_Q9NIV2
Q8F7Q0	PR_Q8F7Q0
Q9LZN2	PR_Q9LZN2
Q9VZ64	PR_Q9VZ64
Q59Y20	PR_Q59Y20
Q6DR98	PR_Q6DR98
A2A1A0	PR_A2A1A0
Q9SK87	PR_Q9SK87
P40575	PR_P40575
O35425	PR_O35425
Q8NFU7	PR_Q8NFU7
Q9D075	PR_Q9D075
P12904	PR_P12904
A7M7C7	PR_A7M7C7
Q9ER62	PR_Q9ER62
P71238	PR_P71238
P21499	PR_P21499
P04949	PR_P04949
P75617	PR_P75617
Q9BQ61	PR_Q9BQ61
Q9R0Z7	PR_Q9R0Z7
Q810M6	PR_Q810M6
Q9M0G9	PR_Q9M0G9
Q7JQ32	PR_Q7JQ32
Q89JA0	PR_Q89JA0
Q6IUP1	PR_Q6IUP1
Q96P26	PR_Q96P26
O45379	PR_O45379
Q74120	PR_Q74120
Q99KR7	PR_Q99KR7
Q22706	PR_Q22706
Q06676	PR_Q06676
Q94AI7	PR_Q94AI7
Q9JLL0	PR_Q9JLL0
P59845	PR_P59845
Q6QGW5	PR_Q6QGW5
Q9SHI7	PR_Q9SHI7
P00507	PR_P00507
Q89KG2	PR_Q89KG2
Q9FKA4	PR_Q9FKA4
P66274	PR_P66274
Q5DWV1	PR_Q5DWV1
P39517	PR_P39517
P05707	PR_P05707
Q641Y6	PR_Q641Y6
O14662	PR_O14662
Q9ZVG8	PR_Q9ZVG8
P79218	PR_P79218
P64638	PR_P64638
Q95078	PR_Q95078
Q09710	PR_Q09710
Q8IVQ6	PR_Q8IVQ6
P32495	PR_P32495
Q9UJM3	PR_Q9UJM3
B6ZK77	PR_B6ZK77
Q7Z2F6	PR_Q7Z2F6
P51003	PR_P51003
Q503V9	PR_Q503V9
Q5S1W2	PR_Q5S1W2
Q9VHJ4	PR_Q9VHJ4
P46412	PR_P46412
P0AC86	PR_P0AC86
Q6PFS8	PR_Q6PFS8
A0KNY4	PR_A0KNY4
P43256	PR_P43256
O35547	PR_O35547
A2RSX7	PR_A2RSX7
Q9H2J7	PR_Q9H2J7
A0A1B0GX78	PR_A0A1B0GX78
P0CE72	PR_P0CE72
Q4V7B0	PR_Q4V7B0
A5I4L9	PR_A5I4L9
Q6TNU4	PR_Q6TNU4
P04913	PR_P04913
A1L314	PR_A1L314
P53067	PR_P53067
P23585	PR_P23585
Q9LXD8	PR_Q9LXD8
Q60651	PR_Q60651
Q54GE1	PR_Q54GE1
Q6P2D8	PR_Q6P2D8
Q9NWS1	PR_Q9NWS1
Q9FNY0	PR_Q9FNY0
P59222	PR_P59222
